eventId,title,displayDate,eventLevel,sourceFamily,preferredVerificationDomains,folder
nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria,Nguyễn Ái Quốc tham gia thành lập Hội liên hiệp thuộc địa và sáng lập tờ báo Le Paria,Giữa năm 1921,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria
nguyen-ai-quoc-den-lien-xo-1923,Nguyễn Ái Quốc đến Liên Xô và tham gia Quốc tế Cộng sản,Tháng 6-1923,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-den-lien-xo-1923
thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp các dân tộc bị áp bức ở Á Đông,Tháng 7 – 1925,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925
nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,"Nguyễn Ái Quốc hoạt động cách mạng ở Pháp, Bỉ, Đức, Xiêm",Từ giữa năm 1927 đến cuối năm 1929,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929
su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam,Sự ra đời của ba tổ chức cộng sản ở Việt Nam,Năm 1929,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam
hoi-nghi-thanh-lap-dang-cong-san-viet-nam,Nguyễn Ái Quốc triệu tập và chủ trì Hội nghị thành lập Đảng Cộng sản Việt Nam,Ngày 6 – 1 – 1930,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoi-nghi-thanh-lap-dang-cong-san-viet-nam
thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930,Thành lập Mặt trận Dân tộc Thống nhất Việt Nam (Hội Phản đế Đồng minh),Ngày 18 – 11 – 1930,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930
hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,Hoạt động đối ngoại của Đảng Cộng sản Đông Dương,1930 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945
thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin,"Thành lập các đảng cộng sản ở Việt Nam, Mã Lai, Xiêm, Phi-líp-pin",Trong những năm 30 của thế kỉ XX,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin
nguyen-ai-quoc-hoat-dong-lien-xo-1933,Nguyễn Ái Quốc hoạt động tại Liên Xô,Năm 1933,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-hoat-dong-lien-xo-1933
nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,Nguyễn Ái Quốc rời Liên Xô trở lại Trung Quốc,Năm 1938,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc
phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,Pháp gửi công hàm phản đối Nhật Bản kiểm soát một số đảo thuộc quần đảo Trường Sa,Năm 1939,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa
nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,Ngày 28-1-1941,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nguyen-ai-quoc-tro-ve-nuoc
hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,Từ ngày 10 đến ngày 19-5-1941,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong
thanh-lap-mat-tran-viet-nam-doc-lap-dong-minh-viet-minh,Thành lập Mặt trận Việt Nam Độc lập Đồng minh (Mặt trận Việt Minh),19-5-1941,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-mat-tran-viet-nam-doc-lap-dong-minh-viet-minh
thanh-lap-tieu-doi-du-kich-thoat-li-dau-tien-o-cao-bang,Thành lập Tiểu đội du kích thoát li đầu tiên ở Cao Bằng,Tháng 11 – 1941,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/thanh-lap-tieu-doi-du-kich-thoat-li-dau-tien-o-cao-bang
ho-chi-minh-di-trung-quoc-phoi-hop-chong-nhat,Hồ Chí Minh đi Trung Quốc để tìm cách phối hợp hành động với phong trào chống Nhật và các lực lượng Đồng minh,Tháng 8 – 1942,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-di-trung-quoc-phoi-hop-chong-nhat
ho-chi-minh-sang-trung-quoc-1942,"Nguyễn Ái Quốc lấy tên là Hồ Chí Minh, sang Trung Quốc",Tháng 8 – 1942,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-sang-trung-quoc-1942
ho-chi-minh-tro-ve-nuoc-1944,Hồ Chí Minh trở về nước tiếp tục lãnh đạo cách mạng,Tháng 9 – 1944,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-tro-ve-nuoc-1944
chi-thi-thanh-lap-doi-viet-nam-tuyen-truyen-giai-phong-quan,Chỉ thị thành lập Đội Việt Nam Tuyên truyền Giải phóng quân,22 – 12 – 1944,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/chi-thi-thanh-lap-doi-viet-nam-tuyen-truyen-giai-phong-quan
ho-chi-minh-sang-con-minh-tim-su-ung-ho-quoc-te,Hồ Chí Minh sang Côn Minh (Trung Quốc) tìm kiếm sự ủng hộ quốc tế,Tháng 2-1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-sang-con-minh-tim-su-ung-ho-quoc-te
cao-trao-khang-nhat-cuu-nuoc,"Cao trào kháng Nhật, cứu nước",Từ tháng 3 đến tháng 8 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/cao-trao-khang-nhat-cuu-nuoc
viet-minh-hop-tac-oss-1945,Việt Minh hợp tác với Cơ quan Tình báo chiến lược Mỹ (OSS),Cuối tháng 4 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/viet-minh-hop-tac-oss-1945
hoi-nghi-pot-xdam,Hội nghị Pốt-xđam,Từ ngày 17-7 – 1945 đến ngày 2 – 8 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoi-nghi-pot-xdam
uy-ban-khoi-nghia-ban-bo-quan-lenh-so-1,"Trung ương Đảng và Tổng bộ Việt Minh thành lập Uỷ ban Khởi nghĩa toàn quốc, ban bố Quân lệnh số 1",Ngày 13-8-1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/uy-ban-khoi-nghia-ban-bo-quan-lenh-so-1
cach-mang-thang-tam-nam-1945,Cách mạng tháng Tám năm 1945,Tháng 8 – 9 năm 1945,collection,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/cach-mang-thang-tam-nam-1945
hoi-nghi-toan-quoc-cua-dang-cong-san-dong-duong-1945,Hội nghị toàn quốc của Đảng Cộng sản Đông Dương,Từ ngày 14 đến ngày 15-8-1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoi-nghi-toan-quoc-cua-dang-cong-san-dong-duong-1945
hoi-nghi-toan-quoc-cua-dang-tan-trao,Hội nghị toàn quốc của Đảng họp ở Tân Trào,"Ngày 14, 15-8 – 1945",atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoi-nghi-toan-quoc-cua-dang-tan-trao
nhat-ban-tuyen-bo-dau-hang-dong-minh,Nhật Bản tuyên bố đầu hàng Đồng minh không điều kiện,Ngày 15 – 8 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/nhat-ban-tuyen-bo-dau-hang-dong-minh
giai-phong-thi-xa-thai-nguyen,Giải phóng thị xã Thái Nguyên,Chiều ngày 16 – 8 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/giai-phong-thi-xa-thai-nguyen
cac-tinh-gianh-chinh-quyen-som-nhat,"Nhân dân Bắc Giang, Hải Dương, Hà Tĩnh và Quảng Nam giành được chính quyền",Ngày 18-8-1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/cac-tinh-gianh-chinh-quyen-som-nhat
khoi-nghia-gianh-chinh-quyen-hue,Khởi nghĩa giành chính quyền tại Huế,Ngày 23 – 8,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/khoi-nghia-gianh-chinh-quyen-hue
cac-dia-phuong-cuoi-cung-gianh-chinh-quyen,Đồng Nai Thượng và Hà Tiên là những địa phương cuối cùng giành chính quyền,Đến ngày 28 - 8,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/cac-dia-phuong-cuoi-cung-gianh-chinh-quyen
tong-khoi-nghia-gianh-chinh-quyen,Tổng khởi nghĩa giành chính quyền thắng lợi,Tháng 8 – 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/tong-khoi-nghia-gianh-chinh-quyen
phap-xa-sung-sai-gon-cho-lon-1945,Quân Pháp xả súng vào đồng bào Sài Gòn – Chợ Lớn,Ngày 2-9-1945,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/phap-xa-sung-sai-gon-cho-lon-1945
phap-danh-up-uy-ban-hanh-chinh-nam-bo-1945,Thực dân Pháp đánh úp trụ sở Uỷ ban hành chính Nam Bộ và cơ quan tự vệ thành phố Sài Gòn,"Đêm 22, rạng sáng 23 – 9 – 1945",atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/phap-danh-up-uy-ban-hanh-chinh-nam-bo-1945
thanh-lap-uy-ban-khang-chien-nam-bo-1945,Thành lập Uỷ ban kháng chiến Nam Bộ,Ngày 23 - 9 - 1945,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/thanh-lap-uy-ban-khang-chien-nam-bo-1945
ho-chi-minh-gui-thu-toi-chu-tich-hoi-dong-lien-hop-quoc,Chủ tịch Hồ Chí Minh gửi thư tới Chủ tịch Hội đồng Liên hợp quốc và nguyên thủ các nước lớn,Sau Cách mạng tháng Tám thành công (1945),atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/ho-chi-minh-gui-thu-toi-chu-tich-hoi-dong-lien-hop-quoc
ho-chi-minh-keu-goi-nhuong-com-se-ao-tang-gia-san-xuat,Chủ tịch Hồ Chí Minh kêu gọi nhân dân cả nước “Nhường cơm sẻ áo” và “Tăng gia sản xuất”,Những năm 1945 – 1946,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-keu-goi-nhuong-com-se-ao-tang-gia-san-xuat
ho-chi-minh-ki-sac-lenh-thanh-lap-nha-binh-dan-hoc-vu-va-quy-doc-lap,"Chủ tịch Hồ Chí Minh kí sắc lệnh thành lập Nha Bình dân học vụ và thành lập Quỹ Độc lập, kêu gọi hưởng ứng Tuần lễ vàng",Những năm 1945 – 1946,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/ho-chi-minh-ki-sac-lenh-thanh-lap-nha-binh-dan-hoc-vu-va-quy-doc-lap
hoat-dong-doi-ngoai-cua-vndcch-voi-trung-hoa-dan-quoc,Hoạt động đối ngoại của Việt Nam Dân chủ Cộng hoà với Trung Hoa Dân quốc,Khoảng năm 1945,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/hoat-dong-doi-ngoai-cua-vndcch-voi-trung-hoa-dan-quoc
khang-chien-chong-thuc-dan-phap-1945-1954,Cuộc kháng chiến chống thực dân Pháp,1945-1954,collection,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/khang-chien-chong-thuc-dan-phap-1945-1954
khang-chien-chong-thuc-dan-phap-o-viet-nam-lao-cam-pu-chia,"Kháng chiến chống thực dân Pháp ở Việt Nam, Lào, Cam-pu-chia",1945 – 1954,atomic,revolutionary,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,by_event/khang-chien-chong-thuc-dan-phap-o-viet-nam-lao-cam-pu-chia
viet-nam-de-nghi-lien-hop-quoc-cong-nhan-vndcch,Việt Nam đề nghị Liên hợp quốc và các nước lớn công nhận Nhà nước Việt Nam Dân chủ Cộng hoà,Năm 1945,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/viet-nam-de-nghi-lien-hop-quoc-cong-nhan-vndcch
ho-chi-minh-gui-loi-keu-goi-quoc-dan-di-bo-phieu,Chủ tịch Hồ Chí Minh gửi Lời kêu gọi quốc dân đi bỏ phiếu,Ngày 5 – 1 – 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-gui-loi-keu-goi-quoc-dan-di-bo-phieu
ho-chi-minh-duoc-bau-chu-tich-nuoc-1946,Hồ Chí Minh được Quốc hội khoá I bầu làm Chủ tịch nước Việt Nam Dân chủ Cộng hoà,Tháng 1 – 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-duoc-bau-chu-tich-nuoc-1946
hiep-uoc-hoa-phap-1946,Kí Hiệp ước Hoa - Pháp,28-2-1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hiep-uoc-hoa-phap-1946
ho-chi-minh-ki-hiep-dinh-so-bo-voi-g-xanh-to-ni,Chủ tịch Hồ Chí Minh kí Hiệp định Sơ bộ với G. Xanh-tơ-ni,6 – 3 – 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-ki-hiep-dinh-so-bo-voi-g-xanh-to-ni
ho-chi-minh-ra-loi-keu-goi-toan-quoc-khang-chien,Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến,Tối ngày 19-12-1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-ra-loi-keu-goi-toan-quoc-khang-chien
khang-chien-toan-quoc-chong-thuc-dan-phap-bung-no,Kháng chiến toàn quốc chống thực dân Pháp bùng nổ,Tháng 12 năm 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/khang-chien-toan-quoc-chong-thuc-dan-phap-bung-no
viet-nam-the-hien-thien-chi-hoa-binh-sau-12-1946,Việt Nam thể hiện thiện chí hoà bình sau khi kháng chiến bùng nổ,Từ tháng 12 năm 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/viet-nam-the-hien-thien-chi-hoa-binh-sau-12-1946
hien-phap-viet-nam-dan-chu-cong-hoa-1946,Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946,Năm 1946,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/hien-phap-viet-nam-dan-chu-cong-hoa-1946
phap-cho-hai-quan-tru-dong-truong-sa,Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa,Năm 1946,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/phap-cho-hai-quan-tru-dong-truong-sa
chien-dich-viet-bac-thu-dong-1947,Chiến dịch Việt Bắc thu – đông năm 1947,Từ tháng 10 đến tháng 12 – 1947,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-dich-viet-bac-thu-dong-1947
chien-dich-bien-gioi-thu-dong-1950,Chiến dịch Biên giới thu – đông năm 1950,Từ tháng 9 đến tháng 10 – 1950,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/chien-dich-bien-gioi-thu-dong-1950
cac-chien-dich-tien-cong-quan-doi-viet-nam-1950-1953,Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953),Từ cuối năm 1950 đến giữa năm 1953,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cac-chien-dich-tien-cong-quan-doi-viet-nam-1950-1953
vndcch-thiet-lap-quan-he-ngoai-giao-voi-cac-nuoc-xhcn,"Việt Nam Dân chủ Cộng hoà thiết lập quan hệ ngoại giao với Cộng hoà Nhân dân Trung Hoa, Liên Xô và các nước xã hội chủ nghĩa khác",Năm 1950,atomic,diplomacy,mofa.gov.vn|chinhphu.vn|vietnamplus.vn|nhandan.vn|un.org|asean.org|apec.org|europa.eu,by_event/vndcch-thiet-lap-quan-he-ngoai-giao-voi-cac-nuoc-xhcn
ho-chi-minh-duoc-bau-chu-tich-ban-chap-hanh-trung-uong-dang-1951,Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng,Tháng 2 – 1951,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ho-chi-minh-duoc-bau-chu-tich-ban-chap-hanh-trung-uong-dang-1951
mat-tran-lien-viet-ra-doi-1951,Mặt trận Liên hiệp quốc dân Việt Nam (Mặt trận Liên Việt) ra đời,Ngày 3-3-1951,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/mat-tran-lien-viet-ra-doi-1951
chu-quyen-viet-nam-duoc-tuyen-bo-cong-nhan-hoi-nghi-xan-phran-xi-xo,Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô,Tháng 9 năm 1951,atomic,maritime,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,by_event/chu-quyen-viet-nam-duoc-tuyen-bo-cong-nhan-hoi-nghi-xan-phran-xi-xo
thanh-lap-lien-minh-nhan-dan-viet-mien-lao,Thành lập Liên minh nhân dân Việt – Miên - Lào,Năm 1951,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/thanh-lap-lien-minh-nhan-dan-viet-mien-lao
cuoc-van-dong-san-xuat-va-tiet-kiem-1952,Cuộc vận động sản xuất và tiết kiệm,Năm 1952,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cuoc-van-dong-san-xuat-va-tiet-kiem-1952
dai-hoi-chien-si-thi-dua-can-bo-guong-mau-toan-quoc-lan-thu-nhat-1952,Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất,1952,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/dai-hoi-chien-si-thi-dua-can-bo-guong-mau-toan-quoc-lan-thu-nhat-1952
ke-hoach-na-va-1953,Kế hoạch Na-va,Tháng 7 – 1953,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/ke-hoach-na-va-1953
quoc-hoi-thong-qua-luat-cai-cach-ruong-dat-1953,Quốc hội thông qua Luật Cải cách ruộng đất và quyết định tiến hành cải cách ruộng đất,Tháng 12 – 1953,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/quoc-hoi-thong-qua-luat-cai-cach-ruong-dat-1953
cuoc-tien-cong-chien-luoc-dong-xuan-1953-1954,Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954,Đông - Xuân 1953 - 1954,atomic,war_1945_1975,btlsqsvn.org.vn|qdnd.vn|nhandan.vn|vietnamplus.vn|hochiminh.vn|baotanglichsu.vn|luutru.gov.vn|loc.gov|archives.gov,by_event/cuoc-tien-cong-chien-luoc-dong-xuan-1953-1954
