eventIndex,eventId,title,chronology,eventLevel,sourceFamily,folder,slot,role,suggestedFilename,relationType,confidence,imageTitle,assetPageUrl,assetFileUrl,previewUrl,sourceDomain,author,license,licenseUrl,requiredAttribution,historicalVerificationUrl,historicalReason,downloadStatus,reviewerNotes,preferredVerificationDomains,gateStatus,gateSeverity,gateCategory,gateProblem,gateRequiredAction,manualApprovalAllowed,packageReviewRequired
87,nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa,Năm 1921,atomic,revolutionary,by_event/nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc và Union intercoloniale,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#Un_militant_communiste_%C3%A0_l'%C3%A9tranger,,,fr.wikipedia.org,,check linked image file page before reuse,,,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#Un_militant_communiste_%C3%A0_l'%C3%A9tranger,Trang mô tả việc Nguyễn Ái Quốc tham gia thành lập Union intercoloniale năm 1921.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
87,nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa,Năm 1921,atomic,revolutionary,by_event/nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc / Hồ Chí Minh — hoạt động ở Pháp,https://en.wikipedia.org/wiki/Ho_Chi_Minh#Political_activities_in_France,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#Political_activities_in_France,Trang bối cảnh hoạt động chính trị và liên kết các dân tộc thuộc địa ở Paris.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
88,nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria,Nguyễn Ái Quốc tham gia thành lập Hội liên hiệp thuộc địa và sáng lập tờ báo Le Paria,Giữa năm 1921,atomic,revolutionary,by_event/nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Le Paria,https://fr.wikipedia.org/wiki/Le_Paria_%28journal%29,,,fr.wikipedia.org,,check linked image file page before reuse,,,https://fr.wikipedia.org/wiki/Le_Paria_%28journal%29,"Trang trực tiếp về tờ Le Paria, do Nguyễn Ái Quốc là nhân vật sáng lập/hoạt động chủ chốt.",awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
88,nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria,Nguyễn Ái Quốc tham gia thành lập Hội liên hiệp thuộc địa và sáng lập tờ báo Le Paria,Giữa năm 1921,atomic,revolutionary,by_event/nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-va-bao-le-paria,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc và Union intercoloniale,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#Un_militant_communiste_%C3%A0_l'%C3%A9tranger,,,fr.wikipedia.org,,check linked image file page before reuse,,,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#Un_militant_communiste_%C3%A0_l'%C3%A9tranger,Trang mô tả việc tham gia thành lập Hội Liên hiệp thuộc địa và hoạt động báo chí.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
89,nguyen-ai-quoc-den-lien-xo-1923,Nguyễn Ái Quốc đến Liên Xô và tham gia Quốc tế Cộng sản,Tháng 6-1923,atomic,revolutionary,by_event/nguyen-ai-quoc-den-lien-xo-1923,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc đến Liên Xô năm 1923,https://en.wikipedia.org/wiki/Ho_Chi_Minh,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh,Trang trực tiếp về hành trình sang Moskva và hoạt động trong hệ thống Quốc tế Cộng sản.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
89,nguyen-ai-quoc-den-lien-xo-1923,Nguyễn Ái Quốc đến Liên Xô và tham gia Quốc tế Cộng sản,Tháng 6-1923,atomic,revolutionary,by_event/nguyen-ai-quoc-den-lien-xo-1923,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Hồ Chí Minh — thời gian ở Liên Xô,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#S%C3%A9jour_en_URSS_et_en_Chine,,,fr.wikipedia.org,,check linked image file page before reuse,,,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#S%C3%A9jour_en_URSS_et_en_Chine,Phần tiếng Pháp mô tả chuyến đi Moskva năm 1923 và hoạt động trong Komintern.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
90,thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp các dân tộc bị áp bức ở Á Đông,Tháng 7 – 1925,atomic,revolutionary,by_event/thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc tại Quảng Châu và các tổ chức cách mạng châu Á,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,"Nguyễn Ái Quốc hoạt động ở Quảng Châu năm 1925, tổ chức và liên kết các lực lượng cách mạng châu Á.",awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
90,thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp các dân tộc bị áp bức ở Á Đông,Tháng 7 – 1925,atomic,revolutionary,by_event/thanh-lap-hoi-lien-hiep-cac-dan-toc-bi-ap-buc-a-dong-1925,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Phong trào cách mạng liên Á ở Quảng Châu,https://en.wikipedia.org/wiki/Whampoa_Military_Academy,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Whampoa_Military_Academy,"Quảng Châu và Hoàng Phố là trung tâm liên lạc cách mạng nơi Nguyễn Ái Quốc hoạt động; chỉ chọn ảnh địa điểm/nhân vật trực tiếp, không lấy ảnh quân sự chung chung.",awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
91,nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,"Nguyễn Ái Quốc hoạt động cách mạng ở Pháp, Bỉ, Đức, Xiêm",Từ giữa năm 1927 đến cuối năm 1929,atomic,revolutionary,by_event/nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc / Hồ Chí Minh — hành trình cách mạng 1927–1929,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,Trang mô tả hoạt động xuyên châu Âu và châu Á của Nguyễn Ái Quốc trong giai đoạn này.,awaiting_manual_download_candidate_independence_review,CANDIDATE GATE: the two candidate leads are not fully independent; choose distinct concrete media files during manual download.,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,awaiting_manual_download_candidate_independence_review,P1,candidate_independence,Hai slot cùng trang nguồn cơ sở: https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China | https://en.wikipedia.org/wiki/Ho_Chi_Minh,Thay ít nhất một slot bằng nguồn/trang độc lập; riêng event 120 hiện hai slot dùng đúng cùng URL.,True,True
91,nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,"Nguyễn Ái Quốc hoạt động cách mạng ở Pháp, Bỉ, Đức, Xiêm",Từ giữa năm 1927 đến cuối năm 1929,atomic,revolutionary,by_event/nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,2,gallery,image_02.<đúng-đuôi-file>,direct,medium,Hồ Chí Minh ở Xiêm / Thái Lan,https://en.wikipedia.org/wiki/Ho_Chi_Minh,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh,Chọn ảnh/tư liệu gắn với hoạt động của Nguyễn Ái Quốc ở Xiêm cuối thập niên 1920 nếu có.,awaiting_manual_download_candidate_independence_review,CANDIDATE GATE: the two candidate leads are not fully independent; choose distinct concrete media files during manual download.,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,awaiting_manual_download_candidate_independence_review,P1,candidate_independence,Hai slot cùng trang nguồn cơ sở: https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China | https://en.wikipedia.org/wiki/Ho_Chi_Minh,Thay ít nhất một slot bằng nguồn/trang độc lập; riêng event 120 hiện hai slot dùng đúng cùng URL.,True,True
92,su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam,Sự ra đời của ba tổ chức cộng sản ở Việt Nam,Năm 1929,atomic,revolutionary,by_event/su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Ba tổ chức cộng sản ở Việt Nam năm 1929,https://en.wikipedia.org/wiki/Communist_Party_of_Vietnam#History,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Communist_Party_of_Vietnam#History,"Trang mô tả Đông Dương Cộng sản Đảng, An Nam Cộng sản Đảng và Đông Dương Cộng sản Liên đoàn.",awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
92,su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam,Sự ra đời của ba tổ chức cộng sản ở Việt Nam,Năm 1929,atomic,revolutionary,by_event/su-ra-doi-cua-ba-to-chuc-cong-san-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Đông Dương Cộng sản Liên đoàn,https://en.wikipedia.org/wiki/Communist_League_of_Indochina,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Communist_League_of_Indochina,Một trong ba tổ chức cộng sản năm 1929–1930; trang có biểu trưng/tư liệu tổ chức.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
93,hoi-nghi-thanh-lap-dang-cong-san-viet-nam,Nguyễn Ái Quốc triệu tập và chủ trì Hội nghị thành lập Đảng Cộng sản Việt Nam,Ngày 6 – 1 – 1930,atomic,revolutionary,by_event/hoi-nghi-thanh-lap-dang-cong-san-viet-nam,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam,https://en.wikipedia.org/wiki/Communist_Party_of_Vietnam#History,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Communist_Party_of_Vietnam#History,Trang mô tả hội nghị thống nhất do Nguyễn Ái Quốc chủ trì tại Hồng Kông.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
93,hoi-nghi-thanh-lap-dang-cong-san-viet-nam,Nguyễn Ái Quốc triệu tập và chủ trì Hội nghị thành lập Đảng Cộng sản Việt Nam,Ngày 6 – 1 – 1930,atomic,revolutionary,by_event/hoi-nghi-thanh-lap-dang-cong-san-viet-nam,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Lịch sử Đảng Cộng sản Việt Nam — Hội nghị Hồng Kông,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam#Indo-Chinese_Communist_Party,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam#Indo-Chinese_Communist_Party,Phần mô tả trực tiếp hội nghị hợp nhất năm 1930.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
94,thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930,Thành lập Mặt trận Dân tộc Thống nhất Việt Nam (Hội Phản đế Đồng minh),Ngày 18 – 11 – 1930,atomic,revolutionary,by_event/thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930,1,thumbnail,image_01.<đúng-đuôi-file>,strong_contextual,medium,Mặt trận phản đế / tiền thân các mặt trận thống nhất,https://en.wikipedia.org/wiki/Viet_Minh,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Viet_Minh,Trang ghi Anti-imperialist National United Front là tiền thân của Việt Minh; dùng biểu trưng/tư liệu mặt trận nếu tìm thấy.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
94,thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930,Thành lập Mặt trận Dân tộc Thống nhất Việt Nam (Hội Phản đế Đồng minh),Ngày 18 – 11 – 1930,atomic,revolutionary,by_event/thanh-lap-mat-tran-dan-toc-thong-nhat-viet-nam-1930,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Lịch sử Đảng Cộng sản Việt Nam 1930,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam,Bối cảnh tổ chức mặt trận thống nhất dân tộc do Đảng chủ trương sau khi thành lập.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
95,hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,Hoạt động đối ngoại của Đảng Cộng sản Đông Dương,1930 – 1945,atomic,revolutionary,by_event/hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Đảng Cộng sản Đông Dương,https://en.wikipedia.org/wiki/Indochinese_Communist_Party,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Indochinese_Communist_Party,Tổ chức trực tiếp thực hiện hoạt động đối ngoại cách mạng giai đoạn 1930–1945.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
95,hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,Hoạt động đối ngoại của Đảng Cộng sản Đông Dương,1930 – 1945,atomic,revolutionary,by_event/hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Lịch sử Đảng Cộng sản Việt Nam — Comintern và hoạt động quốc tế,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/History_of_the_Communist_Party_of_Vietnam,Trang mô tả quan hệ với Quốc tế Cộng sản và các mạng lưới quốc tế.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
96,thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin,"Thành lập các đảng cộng sản ở Việt Nam, Mã Lai, Xiêm, Phi-líp-pin",Trong những năm 30 của thế kỉ XX,atomic,revolutionary,by_event/thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Đảng Cộng sản Mã Lai,https://en.wikipedia.org/wiki/Malayan_Communist_Party,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Malayan_Communist_Party,Đảng cộng sản thành lập năm 1930 ở Mã Lai; chọn cờ/biểu trưng hoặc tư liệu thành lập.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
96,thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin,"Thành lập các đảng cộng sản ở Việt Nam, Mã Lai, Xiêm, Phi-líp-pin",Trong những năm 30 của thế kỉ XX,atomic,revolutionary,by_event/thanh-lap-cac-dang-cong-san-o-viet-nam-ma-lai-xiem-phi-lip-pin,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Đảng Cộng sản Philippines 1930,https://en.wikipedia.org/wiki/Partido_Komunista_ng_Pilipinas-1930,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Partido_Komunista_ng_Pilipinas-1930,Tổ chức cộng sản thành lập năm 1930 ở Philippines; phù hợp minh họa xu hướng khu vực.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
97,nguyen-ai-quoc-hoat-dong-lien-xo-1933,Nguyễn Ái Quốc hoạt động tại Liên Xô,Năm 1933,atomic,revolutionary,by_event/nguyen-ai-quoc-hoat-dong-lien-xo-1933,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc / Hồ Chí Minh ở Liên Xô,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,"Trang mô tả giai đoạn trở lại Moskva, học và hoạt động trong hệ thống Quốc tế Cộng sản.",awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
97,nguyen-ai-quoc-hoat-dong-lien-xo-1933,Nguyễn Ái Quốc hoạt động tại Liên Xô,Năm 1933,atomic,revolutionary,by_event/nguyen-ai-quoc-hoat-dong-lien-xo-1933,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Hồ Chí Minh tại Liên Xô — trang tiếng Pháp,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#S%C3%A9jour_en_URSS_et_en_Chine,,,fr.wikipedia.org,,check linked image file page before reuse,,,https://fr.wikipedia.org/wiki/H%C3%B4_Chi_Minh#S%C3%A9jour_en_URSS_et_en_Chine,Chọn ảnh/tư liệu Moskva hoặc Nguyễn Ái Quốc trong thời gian hoạt động ở Liên Xô.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
98,nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,Nguyễn Ái Quốc rời Liên Xô trở lại Trung Quốc,Năm 1938,atomic,revolutionary,by_event/nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Nguyễn Ái Quốc trở lại Trung Quốc năm 1938,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#In_the_Soviet_Union_and_China,Trang ghi trực tiếp việc ông trở lại Trung Quốc năm 1938 và làm cố vấn cho lực lượng cộng sản Trung Quốc.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
98,nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,Nguyễn Ái Quốc rời Liên Xô trở lại Trung Quốc,Năm 1938,atomic,revolutionary,by_event/nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,medium,Eighth Route Army — bối cảnh hoạt động ở Trung Quốc,https://en.wikipedia.org/wiki/Eighth_Route_Army,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Eighth_Route_Army,Nguyễn Ái Quốc làm việc trong văn phòng của lực lượng này; chỉ chọn ảnh tổ chức/địa điểm liên quan thực sự.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
99,phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,Pháp gửi công hàm phản đối Nhật Bản kiểm soát một số đảo thuộc quần đảo Trường Sa,Năm 1939,atomic,maritime,by_event/phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Tranh chấp quần đảo Trường Sa — năm 1939,https://en.wikipedia.org/wiki/Spratly_Islands_dispute,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Spratly_Islands_dispute,"Trang ghi Nhật sáp nhập Trường Sa năm 1939 và Pháp phản đối, tái khẳng định chủ quyền.",awaiting_manual_download,,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
99,phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,Pháp gửi công hàm phản đối Nhật Bản kiểm soát một số đảo thuộc quần đảo Trường Sa,Năm 1939,atomic,maritime,by_event/phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,2,gallery,image_02.<đúng-đuôi-file>,strong_contextual,high,Quần đảo Trường Sa — lịch sử trước Thế chiến II,https://en.wikipedia.org/wiki/Spratly_Islands,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Spratly_Islands,"Chọn bản đồ hoặc tư liệu lịch sử trước/đến năm 1939, không dùng ảnh tranh chấp hiện đại.",awaiting_manual_download,,mofa.gov.vn|biengioilanhtho.gov.vn|mod.gov.vn|qdnd.vn|chinhphu.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
100,nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,Ngày 28-1-1941,atomic,revolutionary,by_event/nguyen-ai-quoc-tro-ve-nuoc,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Pác Bó,https://en.wikipedia.org/wiki/P%C3%A1c_B%C3%B3,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/P%C3%A1c_B%C3%B3,Địa điểm Hồ Chí Minh về nước và hoạt động đầu năm 1941.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
100,nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,Ngày 28-1-1941,atomic,revolutionary,by_event/nguyen-ai-quoc-tro-ve-nuoc,2,gallery,image_02.<đúng-đuôi-file>,direct,high,Hồ Chí Minh trở về Việt Nam năm 1941,https://en.wikipedia.org/wiki/Ho_Chi_Minh#Viet_Minh_movement,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/Ho_Chi_Minh#Viet_Minh_movement,Trang mô tả việc Hồ Chí Minh trở về Việt Nam để lãnh đạo phong trào Việt Minh.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
101,hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,Từ ngày 10 đến ngày 19-5-1941,atomic,revolutionary,by_event/hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,1,thumbnail,image_01.<đúng-đuôi-file>,direct,high,Pác Bó — nơi diễn ra Hội nghị Trung ương 8,https://en.wikipedia.org/wiki/P%C3%A1c_B%C3%B3,,,en.wikipedia.org,,check linked image file page before reuse,,,https://en.wikipedia.org/wiki/P%C3%A1c_B%C3%B3,Di tích Pác Bó gắn trực tiếp với hội nghị tháng 5-1941.,awaiting_manual_download,,hochiminh.vn|tulieuvankien.dangcongsan.vn|dangcongsan.vn|baotanglichsu.vn|nhandan.vn|qdnd.vn|vietnamplus.vn|luutru.gov.vn,,,,,,True,False
