eventId,title,action,reasonType,status,category,slot,sha256,detail
hoi-nghi-ban-chap-hanh-trung-uong-dang-lan-thu-21,Hội nghị Ban Chấp hành Trung ương Đảng lần thứ 21,allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,Hội nghị Ban Chấp hành Trung ương lần thứ 15 của Đảng Lao động Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
hoi-nghi-ban-chap-hanh-trung-uong-lan-thu-15-dang-lao-dong-viet-nam,Hội nghị Ban Chấp hành Trung ương lần thứ 15 của Đảng Lao động Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,2,baa4c4f19449fb9e9d5365ef0e9a1b0c06b790bf23daf9b54cc1b502b04dfa77,Duplicate image hash appears in 3 local files; allowed by external policy.
hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,allowed_duplicate_report_only,duplicate_physical_hash,,,1,3e26a279d1a2fa7fa69f6e4e75e9c35670705ccbc273cbb04fcba711bab36c5a,Duplicate image hash appears in 4 local files; allowed by external policy.
hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,allowed_duplicate_report_only,duplicate_physical_hash,,,2,f5359777e15d84ea14bc38e2c08bac757125758a7a3da768012a7015f917a055,Duplicate image hash appears in 5 local files; allowed by external policy.
hoi-nghi-thanh-lap-dang-cong-san-viet-nam,Nguyễn Ái Quốc triệu tập và chủ trì Hội nghị thành lập Đảng Cộng sản Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,35305cf622ec5c88d90b9a3475a964bf94dc630e69ce98a19b72228655610d00,Duplicate image hash appears in 6 local files; allowed by external policy.
hoi-the-dong-quan,Hội thề Đông Quan,allowed_duplicate_report_only,duplicate_physical_hash,,,1,68d645b9cf2709cea3fd0f7896556727b636cb32a840b96ff4526de28ec1c9c8,Duplicate image hash appears in 3 local files; allowed by external policy.
hoi-the-dong-quan,Hội thề Đông Quan,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e6f33804f6cb763f8023d6747cc7af391fa851c1761de157221c66188640ba21,Duplicate image hash appears in 3 local files; allowed by external policy.
hoi-the-lung-nhai,Hội thề Lũng Nhai,allowed_duplicate_report_only,duplicate_physical_hash,,,1,68d645b9cf2709cea3fd0f7896556727b636cb32a840b96ff4526de28ec1c9c8,Duplicate image hash appears in 3 local files; allowed by external policy.
hoi-the-lung-nhai,Hội thề Lũng Nhai,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e6f33804f6cb763f8023d6747cc7af391fa851c1761de157221c66188640ba21,Duplicate image hash appears in 3 local files; allowed by external policy.
ke-hoach-na-va-1953,Kế hoạch Na-va,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
ke-hoach-na-va-1953,Kế hoạch Na-va,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e34310f6796e92cf2a2f7df5ab269ee50810234081b3e20ed8ec445402e85795,Duplicate image hash appears in 3 local files; allowed by external policy.
ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,Kế hoạch Nhà nước 5 năm lần thứ nhất (1961-1965) ở miền Bắc,allowed_duplicate_report_only,duplicate_physical_hash,,,1,15bc236a2870c365d04c8e61adcde1ab21eda2fce9fd068e80391ed07ec3253e,Duplicate image hash appears in 2 local files; allowed by external policy.
ke-hoach-nha-nuoc-5-nam-lan-thu-nhat-mien-bac,Kế hoạch Nhà nước 5 năm lần thứ nhất (1961-1965) ở miền Bắc,allowed_duplicate_report_only,duplicate_physical_hash,,,2,18d54d74940f3cbce300b550034606a931e396e20f2060fbf649181d6baf7be3,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-my-cuu-nuoc,"Cuộc kháng chiến chống Mỹ, cứu nước",allowed_duplicate_report_only,duplicate_physical_hash,,,1,5bfb049b0cc829e8543ea5316d92a65aec3ff0e0d19ed73d8142ffeb3775d356,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-quan-minh-nha-ho,Kháng chiến chống quân Minh của nhà Hồ,allowed_duplicate_report_only,duplicate_physical_hash,,,1,48f861762c584f755ef179bfa48e32d330cc161c43e19667dfe00123ef4f83af,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-quan-mong-co-1258,Kháng chiến chống quân Mông Cổ (lần 1),allowed_duplicate_report_only,duplicate_physical_hash,,,1,c921f6640583247bc7845b16b2097ea9c0990f95d29ac0a9ff22b0a75b648d48,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-quan-nguyen-1285,Kháng chiến chống quân Nguyên (lần 2),allowed_duplicate_report_only,duplicate_physical_hash,,,1,c921f6640583247bc7845b16b2097ea9c0990f95d29ac0a9ff22b0a75b648d48,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-quan-tong-1075-1077,Kháng chiến chống quân Tống (lần 2),allowed_duplicate_report_only,duplicate_physical_hash,,,1,69f9ea3ee6027bd867a78d71fa6165935fc7089e40faec5886b6b124afa1a0ca,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-thuc-dan-phap-1945-1954,Cuộc kháng chiến chống thực dân Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
khang-chien-chong-thuc-dan-phap-1945-1954,Cuộc kháng chiến chống thực dân Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,2,f5359777e15d84ea14bc38e2c08bac757125758a7a3da768012a7015f917a055,Duplicate image hash appears in 5 local files; allowed by external policy.
khang-chien-chong-thuc-dan-phap-o-viet-nam-lao-cam-pu-chia,"Kháng chiến chống thực dân Pháp ở Việt Nam, Lào, Cam-pu-chia",allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
khang-chien-chong-thuc-dan-phap-trieu-nguyen,Kháng chiến chống thực dân Pháp của triều Nguyễn,allowed_duplicate_report_only,duplicate_physical_hash,,,2,433c9e1e09d6d2961597ab936f2833838ee4e0f7ba68bd4299a4521cecb5238c,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-chong-thuc-dan-phap-trieu-nguyen,Kháng chiến chống thực dân Pháp của triều Nguyễn,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7e4ed42bbb03ac141af1b3199808f1e48ebfe62ef050077dd11c8ef3f7f0d436,Duplicate image hash appears in 4 local files; allowed by external policy.
khang-chien-thang-loi,Kháng chiến thắng lợi,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
khang-chien-thang-loi,Kháng chiến thắng lợi,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e34310f6796e92cf2a2f7df5ab269ee50810234081b3e20ed8ec445402e85795,Duplicate image hash appears in 3 local files; allowed by external policy.
khang-chien-toan-quoc-chong-thuc-dan-phap-bung-no,Kháng chiến toàn quốc chống thực dân Pháp bùng nổ,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a7b6a162bb18749d09452e60b5a81c2441f896b7fd57cfdd134e0c2c2f24a58a,Duplicate image hash appears in 2 local files; allowed by external policy.
khang-chien-toan-quoc-chong-thuc-dan-phap-bung-no,Kháng chiến toàn quốc chống thực dân Pháp bùng nổ,allowed_duplicate_report_only,duplicate_physical_hash,,,2,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
khoi-nghia-ba-trieu,Khởi nghĩa Bà Triệu,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a3fdd7e0cab87b4c418920a418d37ca4783e47a93be4b09ca54ce089a490f87b,Duplicate image hash appears in 2 local files; allowed by external policy.
khoi-nghia-hai-ba-trung,Khởi nghĩa Hai Bà Trưng,allowed_duplicate_report_only,duplicate_physical_hash,,,1,b4e32b736dfcb2de1e354ace296b8c6b961efa775e2823a6a5127d7471a28e90,Duplicate image hash appears in 2 local files; allowed by external policy.
khoi-nghia-khuc-thua-du,Khởi nghĩa Khúc Thừa Dụ,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ae63352169def380becccc0a5160d005ef04b91161b0f1c91abf539739ddf295,Duplicate image hash appears in 4 local files; allowed by external policy.
khoi-nghia-mai-thuc-loan,Khởi nghĩa Mai Thúc Loan,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ae63352169def380becccc0a5160d005ef04b91161b0f1c91abf539739ddf295,Duplicate image hash appears in 4 local files; allowed by external policy.
khoi-nghia-mai-thuc-loan,Khởi nghĩa Mai Thúc Loan,allowed_duplicate_report_only,duplicate_physical_hash,,,1,eec7c2ea0b83b502bc38c264c64c54fd8dd98afcdf97f37639c7cab9e7b08a80,Duplicate image hash appears in 2 local files; allowed by external policy.
khung-hoang-cuoi-trieu-tran,Khủng hoảng cuối triều Trần,allowed_duplicate_report_only,duplicate_physical_hash,,,1,f93e7f53a23bf802d0b0f73909d40d71117ee07cd9c374561502bcbcec2981ea,Duplicate image hash appears in 2 local files; allowed by external policy.
ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc,Kí Tuyên bố về ứng xử của các bên ở Biển Đông (DOC),allowed_duplicate_report_only,duplicate_physical_hash,,,2,bd95951ef6e6c6f681211ef3553d492cd8d3eca5262865dfffb0d52c2ca9074e,Duplicate image hash appears in 3 local files; allowed by external policy.
ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc,Kí Tuyên bố về ứng xử của các bên ở Biển Đông (DOC),allowed_duplicate_report_only,duplicate_physical_hash,,,1,c44d89b7c5ad085c7938fb68a5078b9d67ae758202ef14b209cb5b22d10fa1b9,Duplicate image hash appears in 4 local files; allowed by external policy.
lang-co-ten-nom-xuat-hien-som-thoi-ly-tran,Những làng có tên nôm xuất hiện sớm vào thời Lý – Trần,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,1,77ebff9493f16d64e6be030c508faa9531fb2013aa2947ad993c9df670bce628,Duplicate image hash appears in 2 local files; allowed by external policy.
le-loi-xay-thanh-luc-nien,Lê Lợi xây thành Lục Niên,allowed_duplicate_report_only,duplicate_physical_hash,,,1,68d645b9cf2709cea3fd0f7896556727b636cb32a840b96ff4526de28ec1c9c8,Duplicate image hash appears in 3 local files; allowed by external policy.
le-loi-xay-thanh-luc-nien,Lê Lợi xây thành Lục Niên,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e6f33804f6cb763f8023d6747cc7af391fa851c1761de157221c66188640ba21,Duplicate image hash appears in 3 local files; allowed by external policy.
lien-hop-quoc-vien-tro-viet-nam-1977-1986,Hệ thống phát triển Liên hợp quốc viện trợ không hoàn lại cho Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,e54a4f3d5262565e67defd28bcf6894de882d3a8e35cfdb67a2c46fea992ce9b,Duplicate image hash appears in 3 local files; allowed by external policy.
lien-xo-vien-tro-cho-viet-nam,Liên Xô viện trợ cho Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,75c0425d590c6f5e335e414a9b51ac437bf3211c3e5f3e92758086cad6eddf61,Duplicate image hash appears in 2 local files; allowed by external policy.
ly-nhan-tong-lap-quoc-tu-giam,Vua Lý Nhân Tông cho lập Quốc Tử Giám,allowed_duplicate_report_only,duplicate_physical_hash,,,1,75297dbfbf1bba8492343a539afa45cddf45862e17fe67d3f9817bc7c82ab16b,Duplicate image hash appears in 3 local files; allowed by external policy.
ly-nhan-tong-lap-quoc-tu-giam,Vua Lý Nhân Tông cho lập Quốc Tử Giám,allowed_duplicate_report_only,duplicate_physical_hash,,,2,76432a77a53e7c3fba5c28909b0d6f5d4b62b188839667400e9ad2a59aeaf76f,Duplicate image hash appears in 2 local files; allowed by external policy.
ly-thuong-kiet-tap-kich-kham-chau-liem-chau-ung-chau,"Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu",allowed_duplicate_report_only,duplicate_physical_hash,,,1,69f9ea3ee6027bd867a78d71fa6165935fc7089e40faec5886b6b124afa1a0ca,Duplicate image hash appears in 2 local files; allowed by external policy.
mai-thuc-loan-khoi-nghia,Mai Thúc Loan dựng cờ khởi nghĩa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ae63352169def380becccc0a5160d005ef04b91161b0f1c91abf539739ddf295,Duplicate image hash appears in 4 local files; allowed by external policy.
mai-thuc-loan-khoi-nghia,Mai Thúc Loan dựng cờ khởi nghĩa,allowed_duplicate_report_only,duplicate_physical_hash,,,1,eec7c2ea0b83b502bc38c264c64c54fd8dd98afcdf97f37639c7cab9e7b08a80,Duplicate image hash appears in 2 local files; allowed by external policy.
my-can-thiep-vao-dong-duong,Mỹ can thiệp vào Đông Dương,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a9b7d38d7167e3fe7a391ce938871fa72644274d24c64f5252e10763b15fe025,Duplicate image hash appears in 2 local files; allowed by external policy.
my-thay-chan-phap-dung-chinh-quyen-ngo-dinh-diem,"Mỹ thay chân Pháp, dựng chính quyền Ngô Đình Diệm",allowed_duplicate_report_only,duplicate_physical_hash,,,2,55e7e5a6e2370760fc3186008044abfb529b67a9c9913b35deb92edc04b139f8,Duplicate image hash appears in 2 local files; allowed by external policy.
nguyen-ai-quoc-den-lien-xo-1923,Nguyễn Ái Quốc đến Liên Xô và tham gia Quốc tế Cộng sản,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
nguyen-ai-quoc-doc-luan-cuong-le-nin,Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin,allowed_duplicate_report_only,duplicate_physical_hash,,,1,200a96d41711a157c83d0723813d8e1211cf746787cdb2afe2dd5ed786ba0ffd,Duplicate image hash appears in 5 local files; allowed by external policy.
nguyen-ai-quoc-gia-nhap-quoc-te-cong-san-va-sang-lap-dang-cong-san-phap,Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,2,200a96d41711a157c83d0723813d8e1211cf746787cdb2afe2dd5ed786ba0ffd,Duplicate image hash appears in 5 local files; allowed by external policy.
nguyen-ai-quoc-gui-yeu-sach-vec-xai,Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai,allowed_duplicate_report_only,duplicate_physical_hash,,,1,200a96d41711a157c83d0723813d8e1211cf746787cdb2afe2dd5ed786ba0ffd,Duplicate image hash appears in 5 local files; allowed by external policy.
nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,"Nguyễn Ái Quốc hoạt động cách mạng ở Pháp, Bỉ, Đức, Xiêm",allowed_duplicate_report_only,duplicate_physical_hash,,,2,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
nguyen-ai-quoc-hoat-dong-chau-au-siam-1927-1929,"Nguyễn Ái Quốc hoạt động cách mạng ở Pháp, Bỉ, Đức, Xiêm",allowed_duplicate_report_only,duplicate_physical_hash,,,1,ae97b27b06a44eb49363f2c834d7406931eeb64fc077e522291dd988a570fce5,Duplicate image hash appears in 4 local files; allowed by external policy.
nguyen-ai-quoc-hoat-dong-lien-xo-1933,Nguyễn Ái Quốc hoạt động tại Liên Xô,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ae97b27b06a44eb49363f2c834d7406931eeb64fc077e522291dd988a570fce5,Duplicate image hash appears in 4 local files; allowed by external policy.
nguyen-ai-quoc-hoat-dong-phap-1921-1923,Nguyễn Ái Quốc hoạt động ở Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,1,200a96d41711a157c83d0723813d8e1211cf746787cdb2afe2dd5ed786ba0ffd,Duplicate image hash appears in 5 local files; allowed by external policy.
nguyen-ai-quoc-roi-lien-xo-tro-lai-trung-quoc,Nguyễn Ái Quốc rời Liên Xô trở lại Trung Quốc,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ae97b27b06a44eb49363f2c834d7406931eeb64fc077e522291dd988a570fce5,Duplicate image hash appears in 4 local files; allowed by external policy.
nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa,allowed_duplicate_report_only,duplicate_physical_hash,,,1,200a96d41711a157c83d0723813d8e1211cf746787cdb2afe2dd5ed786ba0ffd,Duplicate image hash appears in 5 local files; allowed by external policy.
nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,allowed_duplicate_report_only,duplicate_physical_hash,,,1,3e26a279d1a2fa7fa69f6e4e75e9c35670705ccbc273cbb04fcba711bab36c5a,Duplicate image hash appears in 4 local files; allowed by external policy.
nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,allowed_duplicate_report_only,duplicate_physical_hash,,,2,edd3200b9a3556517b4206de3bbd78e95a49c4a46bd6b4b6a55312cefdc352ca,Duplicate image hash appears in 3 local files; allowed by external policy.
nguyen-hue-dung-chan-chieu-mo-binh-si,Nguyễn Huệ dừng chân chiêu mộ binh sĩ,allowed_duplicate_report_only,duplicate_physical_hash,,,2,57aa5d1405a737301e2b8209cbaa61b9472eee0422c3ade4e137d38b863797fd,Duplicate image hash appears in 2 local files; allowed by external policy.
nguyen-tat-thanh-ra-di-tim-duong-cuu-nuoc,Nguyễn Tất Thành ra đi tìm đường cứu nước,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
nguyen-tat-thanh-ra-di-tim-duong-cuu-nuoc,Nguyễn Tất Thành ra đi tìm đường cứu nước,allowed_duplicate_report_only,duplicate_physical_hash,,,1,b6b0b35c4f2073b59cd078b352bdb3035b202515757956b57b564fbb9bbf54f9,Duplicate image hash appears in 2 local files; allowed by external policy.
nguyen-tat-thanh-roi-phan-thiet-vao-sai-gon,Nguyễn Tất Thành rời Phan Thiết vào Sài Gòn,allowed_duplicate_report_only,duplicate_physical_hash,,,1,b6b0b35c4f2073b59cd078b352bdb3035b202515757956b57b564fbb9bbf54f9,Duplicate image hash appears in 2 local files; allowed by external policy.
nguyen-tat-thanh-tham-gia-chong-thue-hue,Nguyễn Tất Thành tham gia phong trào chống thuế ở Huế,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
nha-ly-su-dung-thi-cu-nho-hoc,Nhà Lý chính thức sử dụng chế độ thi cử Nho học,allowed_duplicate_report_only,duplicate_physical_hash,,,2,75297dbfbf1bba8492343a539afa45cddf45862e17fe67d3f9817bc7c82ab16b,Duplicate image hash appears in 3 local files; allowed by external policy.
nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien,Nhà Lý tổ chức khoa thi Nho học đầu tiên,allowed_duplicate_report_only,duplicate_physical_hash,,,2,75297dbfbf1bba8492343a539afa45cddf45862e17fe67d3f9817bc7c82ab16b,Duplicate image hash appears in 3 local files; allowed by external policy.
nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien,Nhà Lý tổ chức khoa thi Nho học đầu tiên,allowed_duplicate_report_only,duplicate_physical_hash,,,1,76432a77a53e7c3fba5c28909b0d6f5d4b62b188839667400e9ad2a59aeaf76f,Duplicate image hash appears in 2 local files; allowed by external policy.
nha-minh-xam-luoc-dai-ngu,Nhà Minh xâm lược Đại Ngu,allowed_duplicate_report_only,duplicate_physical_hash,,,1,48f861762c584f755ef179bfa48e32d330cc161c43e19667dfe00123ef4f83af,Duplicate image hash appears in 2 local files; allowed by external policy.
nho-giao-du-nhap-viet-nam,Nho giáo du nhập vào Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,2,72c7d0111c80e59835bdc5a28cedb0ed3017ff98f038b8314d9d97a28afe2fa0,Duplicate image hash appears in 4 local files; allowed by external policy.
phan-boi-chau-sang-nhat-ban-1905,Phan Bội Châu sang Nhật Bản,allowed_duplicate_report_only,duplicate_physical_hash,,,1,286951184bc8375b16ec8a0c217369fd19c7ef16e521026e160922a916560cdf,Duplicate image hash appears in 5 local files; allowed by external policy.
phan-boi-chau-ve-trung-quoc-1911,Phan Bội Châu về hoạt động ở Trung Quốc,allowed_duplicate_report_only,duplicate_physical_hash,,,1,286951184bc8375b16ec8a0c217369fd19c7ef16e521026e160922a916560cdf,Duplicate image hash appears in 5 local files; allowed by external policy.
phan-chau-trinh-sang-phap-1911,Phan Châu Trinh sang Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,1,1bfba1a681aa2a412fa5dc188663e66c8f209edac8184f95eb90b556f0d39da1,Duplicate image hash appears in 2 local files; allowed by external policy.
phap-chiem-sau-tinh-nam-ki,Pháp chiếm sáu tỉnh Nam Kì,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7e4ed42bbb03ac141af1b3199808f1e48ebfe62ef050077dd11c8ef3f7f0d436,Duplicate image hash appears in 4 local files; allowed by external policy.
phap-cho-hai-quan-tru-dong-truong-sa,Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c44d89b7c5ad085c7938fb68a5078b9d67ae758202ef14b209cb5b22d10fa1b9,Duplicate image hash appears in 4 local files; allowed by external policy.
phap-cho-hai-quan-tru-dong-truong-sa,Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
phap-danh-up-uy-ban-hanh-chinh-nam-bo-1945,Thực dân Pháp đánh úp trụ sở Uỷ ban hành chính Nam Bộ và cơ quan tự vệ thành phố Sài Gòn,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ba2e34f1e066605d598ce54a32ce01b7714e87bf7c909cdd7d4e59525a39d7fb,Duplicate image hash appears in 3 local files; allowed by external policy.
phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,Pháp gửi công hàm phản đối Nhật Bản kiểm soát một số đảo thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
phap-xa-sung-sai-gon-cho-lon-1945,Quân Pháp xả súng vào đồng bào Sài Gòn – Chợ Lớn,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ba2e34f1e066605d598ce54a32ce01b7714e87bf7c909cdd7d4e59525a39d7fb,Duplicate image hash appears in 3 local files; allowed by external policy.
phap-xam-luoc-viet-nam,Thực dân Pháp xâm lược và từng bước áp đặt ách cai trị ở Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,2,433c9e1e09d6d2961597ab936f2833838ee4e0f7ba68bd4299a4521cecb5238c,Duplicate image hash appears in 2 local files; allowed by external policy.
phap-xam-luoc-viet-nam,Thực dân Pháp xâm lược và từng bước áp đặt ách cai trị ở Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7e4ed42bbb03ac141af1b3199808f1e48ebfe62ef050077dd11c8ef3f7f0d436,Duplicate image hash appears in 4 local files; allowed by external policy.
philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa,Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,9cda01061f566c8cb5206f64eace35c103e9fc4c44cfdd8e21f1cd733dd4c702,Duplicate image hash appears in 2 local files; allowed by external policy.
philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa,Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c44d89b7c5ad085c7938fb68a5078b9d67ae758202ef14b209cb5b22d10fa1b9,Duplicate image hash appears in 4 local files; allowed by external policy.
philippin-chiem-dong-9-dao-truong-sa,Phi-líp-pin chiếm đóng 9 đảo thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,"Phi-líp-pin tuyên bố có quyền khai thác, lập nghiệp tại nhóm đảo Trường Sa",allowed_duplicate_report_only,duplicate_physical_hash,,,2,9cda01061f566c8cb5206f64eace35c103e9fc4c44cfdd8e21f1cd733dd4c702,Duplicate image hash appears in 2 local files; allowed by external policy.
phong-trao-can-vuong,Phong trào Cần Vương,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a52bb779f15df158bd7cb845e56427da9b1888a8a261255aac78fba3e4717516,Duplicate image hash appears in 2 local files; allowed by external policy.
phong-trao-can-vuong,Phong trào Cần Vương,allowed_duplicate_report_only,duplicate_physical_hash,,,1,bdb8c1e01902a71f9e9a4b7523f85153c336df47a30ec2e8aecda21e30b92ebd,Duplicate image hash appears in 2 local files; allowed by external policy.
phong-trao-chong-thuc-dan-phap-xam-luoc-o-viet-nam,Phong trào chống thực dân Pháp xâm lược ở Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7e4ed42bbb03ac141af1b3199808f1e48ebfe62ef050077dd11c8ef3f7f0d436,Duplicate image hash appears in 4 local files; allowed by external policy.
phong-trao-dong-du,Phong trào Đông du,allowed_duplicate_report_only,duplicate_physical_hash,,,1,286951184bc8375b16ec8a0c217369fd19c7ef16e521026e160922a916560cdf,Duplicate image hash appears in 5 local files; allowed by external policy.
phong-trao-tay-son-bung-no,Phong trào Tây Sơn bùng nổ,allowed_duplicate_report_only,duplicate_physical_hash,,,1,57aa5d1405a737301e2b8209cbaa61b9472eee0422c3ade4e137d38b863797fd,Duplicate image hash appears in 2 local files; allowed by external policy.
quan-giai-phong-mien-nam-viet-nam-tiep-quan-truong-sa,Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
